# L1 = 1, c = 1, a = 1, mu_eta = 1, mu_delta = 0.5, xi_inf = 0.01, has_dp = 1
LAMBDA, N, RD_ETA, RD_DELTA, (SIG_ETA / M_ETA), (SIG_DELTA / M_DELTA), DELTA_NEFF_CMB, DELTA_NEFF_BBN
1e-07, 22, 6.38304e-09, 4.19218e-12, 5.9421e+06, 1.74764e+24, 2.86132e-06, 7.37462e-06
1e-07, 23, 7.66385e-09, 8.49035e-14, 4.65331e+06, 2.08772e+24, 3.208e-06, 7.66309e-06
1e-07, 24, 9.12471e-09, 1.71192e-15, 3.68216e+06, 2.47518e+24, 3.57977e-06, 9.93597e-06
1e-07, 25, 1.07744e-08, 3.43749e-17, 2.94168e+06, 2.91421e+24, 3.97733e-06, 1.02006e-05
1e-07, 26, 1.26485e-08, 6.87707e-19, 2.37089e+06, 3.40922e+24, 4.40136e-06, 1.30873e-05
1e-07, 27, 1.47499e-08, 1.37153e-20, 1.92648e+06, 3.96476e+24, 4.85254e-06, 1.32979e-05
1e-07, 28, 1.71078e-08, 2.73396e-22, 1.57723e+06, 4.58557e+24, 5.33154e-06, 1.69063e-05
1e-07, 29, 1.97247e-08, 5.55486e-24, 1.3004e+06, 5.27659e+24, 5.83901e-06, 1.70263e-05
1e-07, 30, 2.26519e-08, 1.32131e-25, 1.07919e+06, 6.04291e+24, 6.37562e-06, 2.14742e-05
1e-07, 31, 2.58536e-08, 6.21046e-27, 901107, 6.88982e+24, 6.94201e-06, 2.14598e-05
1e-07, 32, 2.93767e-08, 7.00295e-28, 756730, 7.82278e+24, 7.53882e-06, 2.68759e-05
1e-07, 33, 3.32685e-08, 1.05966e-28, 638910, 8.84743e+24, 8.16668e-06, 2.6676e-05
1e-07, 34, 3.75015e-08, 1.67157e-29, 542166, 9.96959e+24, 8.82622e-06, 3.31998e-05
1e-07, 35, 4.21453e-08, 2.64047e-30, 462266, 1.11952e+25, 9.51806e-06, 3.27554e-05
1e-07, 36, 4.74084e-08, 4.15622e-31, 395916, 1.25306e+25, 1.02428e-05, 4.05374e-05
1e-07, 37, 5.26343e-08, 6.51626e-32, 340531, 1.3982e+25, 1.10011e-05, 3.97815e-05
1e-07, 38, 5.85593e-08, 1.01774e-32, 294074, 1.55559e+25, 1.17935e-05, 4.89837e-05
1e-07, 39, 6.50089e-08, 1.58378e-33, 254925, 1.72592e+25, 1.26206e-05, 4.78409e-05
1e-07, 40, 7.18982e-08, 2.45614e-34, 221788, 1.90986e+25, 1.34831e-05, 5.86369e-05
1e-07, 41, 7.93242e-08, 3.79647e-35, 193623, 2.10813e+25, 1.43814e-05, 5.7023e-05
1e-07, 42, 8.77201e-08, 5.84984e-36, 169588, 2.32145e+25, 1.53162e-05, 6.95983e-05
1e-07, 43, 9.58515e-08, 8.98689e-37, 149002, 2.55056e+25, 1.62881e-05, 6.74201e-05
1e-07, 44, 1.04986e-07, 1.37668e-37, 131304, 2.79623e+25, 1.72977e-05, 8.19723e-05
1e-07, 45, 1.14785e-07, 2.10316e-38, 116038, 3.05923e+25, 1.83454e-05, 7.91273e-05
1e-07, 46, 1.25076e-07, 3.20462e-39, 102825, 3.34036e+25, 1.94319e-05, 9.58664e-05
1e-07, 47, 1.3614e-07, 4.87072e-40, 91354.5, 3.64043e+25, 2.05578e-05, 9.22422e-05
1e-07, 48, 1.48018e-07, 7.38529e-41, 81365.7, 3.96028e+25, 2.17236e-05, 0.000111391
1e-07, 49, 1.60457e-07, 1.11723e-41, 72642.4, 4.30077e+25, 2.29298e-05, 0.000106866
1e-07, 50, 1.73617e-07, 1.68639e-42, 65003, 4.66274e+25, 2.4177e-05, 0.000128659
1e-07, 51, 1.87721e-07, 2.54009e-43, 58295.2, 5.0471e+25, 2.54657e-05, 0.0001231
1e-07, 52, 2.02386e-07, 3.81816e-44, 52390.3, 5.45475e+25, 2.67965e-05, 0.000147787
1e-07, 53, 2.18155e-07, 5.72803e-45, 47179.3, 5.8866e+25, 2.817e-05, 0.000141052
1e-07, 54, 2.34648e-07, 8.57695e-46, 42570, 6.34361e+25, 2.95866e-05, 0.000168894
1e-07, 55, 2.51834e-07, 1.28194e-46, 38483.5, 6.82672e+25, 3.10469e-05, 0.00016083
1e-07, 56, 2.70143e-07, 1.91266e-47, 34852.6, 7.33692e+25, 3.25514e-05, 0.000192101
1e-07, 57, 2.90431e-07, 2.84884e-48, 31619.7, 7.87519e+25, 3.41007e-05, 0.000182544
1e-07, 58, 3.0968e-07, 4.23631e-49, 28735.3, 8.44255e+25, 3.56953e-05, 0.000217533
1e-07, 59, 3.30808e-07, 6.28952e-50, 26156.8, 9.04002e+25, 3.73356e-05, 0.000206308
1e-07, 60, 3.5333e-07, 9.32354e-51, 23847.2, 9.66866e+25, 3.90223e-05, 0.000245317
1e-07, 61, 3.77573e-07, 1.38007e-51, 21774.9, 1.03295e+26, 4.07558e-05, 0.000232237
nan, nan, nan, nan, nan, nan, nan, nan
1e-07, 63, 4.25664e-07, 3.01084e-53, 18234.7, 1.17523e+26, 4.43652e-05, 0.000260449
1e-07, 64, 4.52422e-07, 4.43806e-54, 16721.7, 1.25165e+26, 4.62422e-05, 0.000308463
1e-07, 65, 4.7976e-07, 6.53329e-55, 15354.9, 1.33173e+26, 4.81681e-05, 0.000291066
1e-07, 66, 5.08966e-07, 9.60551e-56, 14118.2, 1.41559e+26, 5.01433e-05, 0.000344092
1e-07, 67, 5.38704e-07, 1.41051e-56, 12997.5, 1.50335e+26, 5.21683e-05, 0.00032421
1e-07, 68, 5.69988e-07, 2.06877e-57, 11980.4, 1.59513e+26, 5.42437e-05, 0.000382607
1e-07, 69, 6.02517e-07, 3.03071e-58, 11056.1, 1.69106e+26, 5.637e-05, 0.000360006
1e-07, 70, 6.36379e-07, 4.43495e-59, 10214.9, 1.79124e+26, 5.85476e-05, 0.000424149
1e-07, 71, 6.71564e-07, 6.48271e-60, 9448.24, 1.89581e+26, 6.0777e-05, 0.000398583
1e-07, 72, 7.08412e-07, 9.46593e-61, 8748.7, 2.00489e+26, 6.30587e-05, 0.000468859
1e-07, 73, 7.49373e-07, 1.38076e-61, 8109.55, 2.11862e+26, 6.53931e-05, 0.000440069
1e-07, 74, 7.85392e-07, 2.01205e-62, 7524.85, 2.23711e+26, 6.77809e-05, 0.000516883
1e-07, 75, 8.26585e-07, 2.92909e-63, 6989.33, 2.36051e+26, 7.02224e-05, 0.000484596
1e-07, 76, 8.68356e-07, 4.26001e-64, 6498.27, 2.48895e+26, 7.27181e-05, 0.000568367
1e-07, 77, 9.12137e-07, 6.18992e-65, 6047.47, 2.62255e+26, 7.52686e-05, 0.0005323
1e-07, 78, 9.57407e-07, 8.98598e-66, 5633.17, 2.76147e+26, 7.78742e-05, 0.000623462
1e-07, 79, 1.0085e-06, 1.30335e-66, 5251.99, 2.90583e+26, 8.05355e-05, 0.000583316
1e-07, 80, 1.05578e-06, 1.8888e-67, 4900.93, 3.05577e+26, 8.32529e-05, 0.000682319
nan, nan, nan, nan, nan, nan, nan, nan
1e-07, 82, 1.15645e-06, 3.9568e-69, 4278.56, 3.373e+26, 8.88579e-05, 0.000745092
1e-07, 83, 1.20826e-06, 5.72001e-70, 4002.62, 3.54057e+26, 9.17464e-05, 0.000695842
1e-07, 84, 1.2625e-06, 8.2625e-71, 3747.47, 3.71431e+26, 9.46929e-05, 0.000811938
1e-07, 85, 1.31967e-06, 1.1926e-71, 3511.32, 3.89437e+26, 9.76979e-05, 0.000757635
1e-07, 86, 1.37852e-06, 1.7201e-72, 3292.55, 4.08089e+26, 0.000100762, 0.000883016
1e-07, 87, 1.43877e-06, 2.47911e-73, 3089.72, 4.27404e+26, 0.000103885, 0.000823308
1e-07, 88, 1.50079e-06, 3.5705e-74, 2901.48, 4.47396e+26, 0.000107068, 0.000958486
1e-07, 89, 1.56383e-06, 5.13878e-75, 2726.65, 4.68081e+26, 0.000110311, 0.000893007
1e-07, 90, 1.62944e-06, 7.39086e-76, 2564.14, 4.89476e+26, 0.000113615, 0.00103851
1e-07, 91, 1.69734e-06, 1.06229e-76, 2412.95, 5.11596e+26, 0.00011698, 0.000966883
1e-07, 92, 1.77404e-06, 1.52582e-77, 2272.18, 5.34457e+26, 0.000120407, 0.00112326
1e-07, 93, 1.84185e-06, 2.19024e-78, 2141.01, 5.58076e+26, 0.000123896, 0.00104508
1e-07, 94, 1.91923e-06, 3.142e-79, 2018.7, 5.82469e+26, 0.000127447, 0.0012129
1e-07, 95, 1.9911e-06, 4.50461e-80, 1904.57, 6.07653e+26, 0.000131061, 0.00112777
1e-07, 96, 2.06673e-06, 6.45427e-81, 1797.98, 6.33645e+26, 0.000134739, 0.00130759
1e-07, 97, 2.14581e-06, 9.24237e-82, 1698.37, 6.60463e+26, 0.00013848, 0.00121508
1e-07, 98, 2.22689e-06, 1.32273e-82, 1605.21, 6.88122e+26, 0.000142286, 0.00140751
1e-07, 99, 2.31016e-06, 1.89196e-83, 1518.04, 7.16642e+26, 0.000146156, 0.00130719
1e-07, 100, 2.39934e-06, 2.70468e-84, 1436.4, 7.46039e+26, 0.000150092, 0.00151284
1e-07, 101, 2.48246e-06, 3.86442e-85, 1359.91, 7.76331e+26, 0.000154093, 0.00140425
1e-07, 102, 2.57419e-06, 5.51852e-86, 1288.18, 8.07536e+26, 0.00015816, 0.00162375
1e-07, 103, 2.66734e-06, 7.87654e-87, 1220.88, 8.39673e+26, 0.000162294, 0.00150642
1e-07, 104, 2.76087e-06, 1.12364e-87, 1157.69, 8.7276e+26, 0.000166494, 0.00174042
1e-07, 105, 2.85695e-06, 1.60214e-88, 1098.34, 9.06815e+26, 0.000170762, 0.00161387
1.2045e-07, 5, 1.67248e-11, 2.74253e+16, 1.70655e+10, 2.66819e+21, 7.27884e-08, 3.80461e-08
1.2045e-07, 6, 3.59419e-11, 8.55037e+14, 6.26069e+09, 5.53276e+21, 1.12206e-07, 8.37011e-08
1.2045e-07, 7, 6.86468e-11, 2.36537e+13, 2.68173e+09, 1.02501e+22, 1.62581e-07, 1.35228e-07
1.2045e-07, 8, 1.20207e-10, 6.02065e+11, 1.28665e+09, 1.74863e+22, 2.24945e-07, 2.42442e-07
1.2045e-07, 9, 1.96895e-10, 1.45114e+10, 6.73164e+08, 2.80096e+22, 3.0029e-07, 3.2991e-07
1.2045e-07, 10, 3.06479e-10, 3.38741e+08, 3.77098e+08, 4.26911e+22, 3.89572e-07, 5.23393e-07
1.2045e-07, 11, 4.56593e-10, 7.71132e+06, 2.23252e+08, 6.2504e+22, 4.93714e-07, 6.47248e-07
1.2045e-07, 12, 6.55518e-10, 172405, 1.38343e+08, 8.85242e+22, 6.13613e-07, 9.60161e-07
1.2045e-07, 13, 9.16344e-10, 3797.78, 8.90772e+07, 1.2193e+23, 7.50139e-07, 1.12349e-06
1.2045e-07, 14, 1.24738e-09, 82.6049, 5.92585e+07, 1.64002e+23, 9.04142e-07, 1.59935e-06
1.2045e-07, 15, 1.66102e-09, 1.77669, 4.05465e+07, 2.16124e+23, 1.07645e-06, 1.80409e-06
1.2045e-07, 16, 2.17356e-09, 0.0378325, 2.84312e+07, 2.7978e+23, 1.26788e-06, 2.49477e-06
1.2045e-07, 17, 2.79292e-09, 0.000798472, 2.03698e+07, 3.5656e+23, 1.47921e-06, 2.7391e-06
1.2045e-07, 18, 3.53756e-09, 1.66857e-05, 1.4875e+07, 4.48154e+23, 1.71124e-06, 3.70425e-06
1.2045e-07, 19, 4.41898e-09, 3.37165e-07, 1.10487e+07, 5.56354e+23, 1.96472e-06, 3.98189e-06
1.2045e-07, 20, 5.46175e-09, 6.93869e-09, 8.3328e+06, 6.83057e+23, 2.2404e-06, 5.2892e-06
1.2045e-07, 21, 6.67267e-09, 1.4198e-10, 6.37162e+06, 8.3026e+23, 2.53903e-06, 5.58907e-06
1.2045e-07, 22, 8.07008e-09, 2.8895e-12, 4.93323e+06, 1.00006e+24, 2.86132e-06, 7.31469e-06
1.2045e-07, 23, 9.68694e-09, 5.85207e-14, 3.86325e+06, 1.19467e+24, 3.208e-06, 7.62066e-06
1.2045e-07, 24, 1.15311e-08, 1.17996e-15, 3.05699e+06, 1.41639e+24, 3.57977e-06, 9.84953e-06
1.2045e-07, 25, 1.36359e-08, 2.36934e-17, 2.44223e+06, 1.66762e+24, 3.97733e-06, 1.01401e-05
1.2045e-07, 26, 1.5981e-08, 4.74028e-19, 1.96835e+06, 1.95088e+24, 4.40136e-06, 1.29662e-05
1.2045e-07, 27, 1.86337e-08, 9.45643e-21, 1.5994e+06, 2.26878e+24, 4.85254e-06, 1.3214e-05
1.2045e-07, 28, 2.16074e-08, 1.88937e-22, 1.30945e+06, 2.62403e+24, 5.33154e-06, 1.67407e-05
1.2045e-07, 29, 2.49193e-08, 3.90968e-24, 1.07961e+06, 3.01946e+24, 5.83901e-06, 1.69124e-05
1.2045e-07, 30, 2.8595e-08, 1.042e-25, 895963, 3.45798e+24, 6.37562e-06, 2.12527e-05
1.2045e-07, 31, 3.26378e-08, 6.39752e-27, 748114, 3.94261e+24, 6.94201e-06, 2.13084e-05
1.2045e-07, 32, 3.70819e-08, 8.22214e-28, 628250, 4.47648e+24, 7.53882e-06, 2.6585e-05
1.2045e-07, 33, 4.19883e-08, 1.27218e-28, 530433, 5.06283e+24, 8.16668e-06, 2.64783e-05
1.2045e-07, 34, 4.73204e-08, 2.0126e-29, 450115, 5.70496e+24, 8.82622e-06, 3.28238e-05
1.2045e-07, 35, 5.31723e-08, 3.1803e-30, 383781, 6.40633e+24, 9.51806e-06, 3.2501e-05
1.2045e-07, 36, 5.97149e-08, 5.00616e-31, 328696, 7.17046e+24, 1.02428e-05, 4.00586e-05
1.2045e-07, 37, 6.64121e-08, 7.84885e-32, 282715, 8.001e+24, 1.10011e-05, 3.94588e-05
1.2045e-07, 38, 7.38789e-08, 1.22587e-32, 244145, 8.90167e+24, 1.17935e-05, 4.8382e-05
1.2045e-07, 39, 8.20007e-08, 1.90767e-33, 211642, 9.87633e+24, 1.26206e-05, 4.74366e-05
1.2045e-07, 40, 9.0683e-08, 2.95843e-34, 184132, 1.09289e+25, 1.34831e-05, 5.78893e-05
1.2045e-07, 41, 1.00036e-07, 4.57286e-35, 160749, 1.20635e+25, 1.43814e-05, 5.6522e-05
1.2045e-07, 42, 1.10399e-07, 7.04616e-36, 140795, 1.32842e+25, 1.53162e-05, 6.86793e-05
1.2045e-07, 43, 1.20806e-07, 1.08247e-36, 123703, 1.45952e+25, 1.62881e-05, 6.68056e-05
1.2045e-07, 44, 1.32302e-07, 1.65822e-37, 109011, 1.6001e+25, 1.72977e-05, 8.08533e-05
1.2045e-07, 45, 1.44636e-07, 2.53327e-38, 96336.3, 1.7506e+25, 1.83454e-05, 7.83804e-05
1.2045e-07, 46, 1.57627e-07, 3.85997e-39, 85367.2, 1.91147e+25, 1.94319e-05, 9.45157e-05
1.2045e-07, 47, 1.71551e-07, 5.8668e-40, 75843.9, 2.08319e+25, 2.05578e-05, 9.13421e-05
1.2045e-07, 48, 1.86461e-07, 8.89561e-41, 67551.1, 2.26622e+25, 2.17236e-05, 0.000109773
1.2045e-07, 49, 2.02049e-07, 1.34571e-41, 60308.8, 2.46106e+25, 2.29298e-05, 0.000105789
1.2045e-07, 50, 2.18654e-07, 2.03126e-42, 53966.5, 2.66819e+25, 2.4177e-05, 0.000126736
1.2045e-07, 51, 2.36392e-07, 3.05955e-43, 48397.6, 2.88814e+25, 2.54657e-05, 0.000121822
1.2045e-07, 52, 2.55034e-07, 4.59899e-44, 43495.2, 3.12141e+25, 2.67965e-05, 0.000145517
1.2045e-07, 53, 2.74692e-07, 6.89943e-45, 39169, 3.36853e+25, 2.817e-05, 0.000139544
1.2045e-07, 54, 2.95317e-07, 1.0331e-45, 35342.3, 3.63005e+25, 2.95866e-05, 0.00016623
1.2045e-07, 55, 3.17206e-07, 1.5441e-46, 31949.6, 3.9065e+25, 3.10469e-05, 0.000159062
1.2045e-07, 56, 3.39967e-07, 2.3038e-47, 28935.2, 4.19845e+25, 3.25514e-05, 0.000188994
1.2045e-07, 57, 3.649e-07, 3.43144e-48, 26251.2, 4.50647e+25, 3.41007e-05, 0.000180482
1.2045e-07, 58, 3.89651e-07, 5.10265e-49, 23856.5, 4.83113e+25, 3.56953e-05, 0.000213928
1.2045e-07, 59, 4.1603e-07, 7.57574e-50, 21715.7, 5.17303e+25, 3.73356e-05, 0.000203916
1.2045e-07, 60, 4.4422e-07, 1.12302e-50, 19798.3, 5.53276e+25, 3.90223e-05, 0.000241156
1.2045e-07, 61, 4.74124e-07, 1.6623e-51, 18077.8, 5.91094e+25, 4.07558e-05, 0.000229477
1.2045e-07, 62, 5.04423e-07, 2.45699e-52, 16531.3, 6.30818e+25, 4.25366e-05, 0.000270802
1.2045e-07, 63, 5.35323e-07, 3.62656e-53, 15138.7, 6.72511e+25, 4.43652e-05, 0.000257278
1.2045e-07, 64, 5.68592e-07, 5.34566e-54, 13882.6, 7.16238e+25, 4.62422e-05, 0.000302994
1.2045e-07, 65, 6.0367e-07, 7.86937e-55, 12747.9, 7.62063e+25, 4.81681e-05, 0.000287439
1.2045e-07, 66, 6.39548e-07, 1.15699e-55, 11721.1, 8.10052e+25, 5.01433e-05, 0.000337862
1.2045e-07, 67, 6.77148e-07, 1.69896e-56, 10790.7, 8.60273e+25, 5.21683e-05, 0.000320078
1.2045e-07, 68, 7.16367e-07, 2.49184e-57, 9946.33, 9.12794e+25, 5.42437e-05, 0.000375538
1.2045e-07, 69, 7.57754e-07, 3.6505e-58, 9178.93, 9.67684e+25, 5.637e-05, 0.000355316
1.2045e-07, 70, 8.00234e-07, 5.34191e-59, 8480.53, 1.02501e+26, 5.85476e-05, 0.000416157
1.2045e-07, 71, 8.44388e-07, 7.80845e-60, 7844.07, 1.08485e+26, 6.0777e-05, 0.000393279
1.2045e-07, 72, 8.8973e-07, 1.14017e-60, 7263.29, 1.14727e+26, 6.30587e-05, 0.000459855
1.2045e-07, 73, 9.39647e-07, 1.66314e-61, 6732.66, 1.21235e+26, 6.53931e-05, 0.000434091
1.2045e-07, 74, 9.86396e-07, 2.42352e-62, 6247.24, 1.28016e+26, 6.77809e-05, 0.000506771
1.2045e-07, 75, 1.0382e-06, 3.52809e-63, 5802.64, 1.35077e+26, 7.02224e-05, 0.000477881
1.2045e-07, 76, 1.09122e-06, 5.1312e-64, 5394.96, 1.42427e+26, 7.27181e-05, 0.000557048
1.2045e-07, 77, 1.14523e-06, 7.45578e-65, 5020.7, 1.50072e+26, 7.52686e-05, 0.000524779
1.2045e-07, 78, 1.20191e-06, 1.08236e-65, 4676.74, 1.58021e+26, 7.78742e-05, 0.000610827
1.2045e-07, 79, 1.26372e-06, 1.56989e-66, 4360.28, 1.66282e+26, 8.05355e-05, 0.000574917
1.2045e-07, 80, 1.32321e-06, 2.27506e-67, 4068.82, 1.74863e+26, 8.32529e-05, 0.000668255
1.2045e-07, 81, 1.38533e-06, 3.2942e-68, 3800.11, 1.83771e+26, 8.60268e-05, 0.000628429
1.2045e-07, 82, 1.44997e-06, 4.76597e-69, 3552.12, 1.93016e+26, 8.88579e-05, 0.000729479
1.2045e-07, 83, 1.51566e-06, 6.88978e-70, 3323.03, 2.02605e+26, 9.17464e-05, 0.000685452
1.2045e-07, 84, 1.58388e-06, 9.95221e-71, 3111.2, 2.12547e+26, 9.46929e-05, 0.000794649
1.2045e-07, 85, 1.65592e-06, 1.43649e-71, 2915.14, 2.2285e+26, 9.76979e-05, 0.000746123
1.2045e-07, 86, 1.72815e-06, 2.07186e-72, 2733.52, 2.33524e+26, 0.000100762, 0.000863917
1.2045e-07, 87, 1.80347e-06, 2.98609e-73, 2565.12, 2.44576e+26, 0.000103885, 0.000810583
1.2045e-07, 88, 1.881e-06, 4.30068e-74, 2408.85, 2.56016e+26, 0.000107068, 0.000937437
1.2045e-07, 89, 1.96079e-06, 6.18967e-75, 2263.7, 2.67853e+26, 0.000110311, 0.000878974
1.2045e-07, 90, 2.04297e-06, 8.90232e-76, 2128.78, 2.80096e+26, 0.000113615, 0.00101536
1.2045e-07, 91, 2.1371e-06, 1.27953e-76, 2003.26, 2.92754e+26, 0.00011698, 0.00095144
1.2045e-07, 92, 2.21988e-06, 1.83786e-77, 1886.39, 3.05836e+26, 0.000120407, 0.00109786
1.2045e-07, 93, 2.30628e-06, 2.63815e-78, 1777.5, 3.19352e+26, 0.000123896, 0.00102813
1.2045e-07, 94, 2.40113e-06, 3.78455e-79, 1675.95, 3.3331e+26, 0.000127447, 0.00118507
1.2045e-07, 95, 2.49256e-06, 5.42581e-80, 1581.2, 3.47722e+26, 0.000131061, 0.00110918
1.2045e-07, 96, 2.58836e-06, 7.7742e-81, 1492.7, 3.62595e+26, 0.000134739, 0.00127718
1.2045e-07, 97, 2.68737e-06, 1.11325e-81, 1410.01, 3.77941e+26, 0.00013848, 0.00119475
1.2045e-07, 98, 2.78892e-06, 1.59323e-82, 1332.67, 3.93769e+26, 0.000142286, 0.00137433
1.2045e-07, 99, 2.89268e-06, 2.27888e-83, 1260.3, 4.10089e+26, 0.000146156, 0.00128499
1.2045e-07, 100, 3.00234e-06, 3.2578e-84, 1192.52, 4.26911e+26, 0.000150092, 0.0014767
1.2045e-07, 101, 3.10993e-06, 4.65471e-85, 1129.01, 4.44245e+26, 0.000154093, 0.00138006
1.2045e-07, 102, 3.22146e-06, 6.64708e-86, 1069.46, 4.62102e+26, 0.00015816, 0.00158445
1.2045e-07, 103, 3.33853e-06, 9.48732e-87, 1013.59, 4.80492e+26, 0.000162294, 0.0014801
1.2045e-07, 104, 3.45534e-06, 1.35343e-87, 961.133, 4.99425e+26, 0.000166494, 0.00169776
1.2045e-07, 105, 3.5817e-06, 1.92979e-88, 911.855, 5.18913e+26, 0.000170762, 0.00158527
1.45083e-07, 5, 2.12566e-11, 1.88988e+16, 1.41681e+10, 1.52684e+21, 7.27884e-08, 3.79552e-08
1.45083e-07, 6, 4.56512e-11, 5.89314e+14, 5.19774e+09, 3.16605e+21, 1.12206e-07, 8.33481e-08
1.45083e-07, 7, 8.72546e-11, 1.63028e+13, 2.22642e+09, 5.8655e+21, 1.62581e-07, 1.34828e-07
1.45083e-07, 8, 1.52463e-10, 4.1498e+11, 1.0682e+09, 1.00063e+22, 2.24945e-07, 2.41204e-07
1.45083e-07, 9, 2.50021e-10, 1.00021e+10, 5.58872e+08, 1.60281e+22, 3.0029e-07, 3.28725e-07
1.45083e-07, 10, 3.88377e-10, 2.33481e+08, 3.13074e+08, 2.44294e+22, 3.89572e-07, 5.20205e-07
1.45083e-07, 11, 5.78417e-10, 5.31511e+06, 1.85348e+08, 3.57671e+22, 4.93714e-07, 6.44483e-07
nan, nan, nan, nan, nan, nan, nan, nan
1.45083e-07, 13, 1.15989e-09, 2617.83, 7.39534e+07, 6.97728e+22, 7.50139e-07, 1.11791e-06
1.45083e-07, 14, 1.57944e-09, 56.9356, 4.91975e+07, 9.3848e+22, 9.04142e-07, 1.5864e-06
1.45083e-07, 15, 2.10618e-09, 1.22459, 3.36624e+07, 1.23674e+23, 1.07645e-06, 1.79392e-06
1.45083e-07, 16, 2.75111e-09, 0.0260767, 2.36041e+07, 1.60101e+23, 1.26788e-06, 2.47219e-06
1.45083e-07, 17, 3.5299e-09, 0.00055039, 1.69113e+07, 2.04037e+23, 1.47921e-06, 2.72188e-06
1.45083e-07, 18, 4.47451e-09, 1.15106e-05, 1.23495e+07, 2.5645e+23, 1.71124e-06, 3.66734e-06
1.45083e-07, 19, 5.58839e-09, 2.32366e-07, 9.17281e+06, 3.18366e+23, 1.96472e-06, 3.95433e-06
1.45083e-07, 20, 6.90612e-09, 4.78257e-09, 6.91803e+06, 3.90871e+23, 2.2404e-06, 5.23188e-06
1.45083e-07, 21, 8.43625e-09, 9.78613e-11, 5.28983e+06, 4.75106e+23, 2.53903e-06, 5.54696e-06
1.45083e-07, 22, 1.02189e-08, 1.99162e-12, 4.09565e+06, 5.72274e+23, 2.86132e-06, 7.22927e-06
1.45083e-07, 23, 1.22489e-08, 4.0336e-14, 3.20734e+06, 6.83635e+23, 3.208e-06, 7.55871e-06
1.45083e-07, 24, 1.45787e-08, 8.13302e-16, 2.53797e+06, 8.10509e+23, 3.57977e-06, 9.72651e-06
1.45083e-07, 25, 1.72299e-08, 1.63311e-17, 2.02758e+06, 9.54274e+23, 3.97733e-06, 1.00518e-05
1.45083e-07, 26, 2.02229e-08, 3.26751e-19, 1.63416e+06, 1.11637e+24, 4.40136e-06, 1.2794e-05
1.45083e-07, 27, 2.35742e-08, 6.52158e-21, 1.32784e+06, 1.29828e+24, 4.85254e-06, 1.30915e-05
1.45083e-07, 28, 2.72992e-08, 1.30824e-22, 1.08712e+06, 1.50157e+24, 5.33154e-06, 1.65057e-05
1.45083e-07, 29, 3.14659e-08, 2.79228e-24, 896312, 1.72785e+24, 5.83901e-06, 1.67463e-05
1.45083e-07, 30, 3.61013e-08, 8.76329e-26, 743843, 1.97878e+24, 6.37562e-06, 2.09387e-05
1.45083e-07, 31, 4.12014e-08, 6.95937e-27, 621097, 2.25611e+24, 6.94201e-06, 2.10876e-05
1.45083e-07, 32, 4.68067e-08, 9.75683e-28, 521583, 2.56161e+24, 7.53882e-06, 2.61731e-05
1.45083e-07, 33, 5.30082e-08, 1.52947e-28, 440374, 2.89713e+24, 8.16668e-06, 2.61899e-05
