# L1 = 1, c = 1, a = 1, mu_eta = 1, mu_delta = 1, xi_inf = 0.1, has_dp = 1
LAMBDA, N, RD_ETA, RD_DELTA, (SIG_ETA / M_ETA), (SIG_DELTA / M_DELTA), DELTA_NEFF_CMB, DELTA_NEFF_BBN
1.2045e-07, 97, 0.00098551, 4.66054e-120, 1410.35, 7.55882e+26, 1.3848, 12.5707
1.2045e-07, 98, 0.00102402, 2.45398e-121, 1333, 7.87538e+26, 1.42286, 14.815
1.2045e-07, 99, 0.00106519, 1.2914e-122, 1260.61, 8.20178e+26, 1.46156, 13.5305
1.2045e-07, 100, 0.00110724, 6.79219e-124, 1192.83, 8.53822e+26, 1.50092, 15.9351
1.2045e-07, 101, 0.00115095, 3.57045e-125, 1129.3, 8.8849e+26, 1.54093, 14.5425
1.2045e-07, 102, 0.00119821, 1.87589e-126, 1069.74, 9.24204e+26, 1.5816, 17.1155
1.2045e-07, 103, 0.00124214, 9.8506e-128, 1013.86, 9.60984e+26, 1.62294, 15.6084
1.2045e-07, 104, 0.00128946, 5.17008e-129, 961.389, 9.98851e+26, 1.66494, 18.3582
1.2045e-07, 105, 0.00133818, 2.71215e-130, 912.101, 1.03783e+27, 1.70762, 16.73
1.45083e-07, 5, 5.68661e-09, 3.18911e+16, 1.41682e+10, 3.05368e+21, 0.000727884, 0.000579746
1.45083e-07, 6, 1.23353e-08, 1.16343e+14, 5.19778e+09, 6.3321e+21, 0.00112206, 0.0011058
1.45083e-07, 7, 2.37193e-08, 4.02168e+11, 2.22644e+09, 1.1731e+22, 0.0016258, 0.00159572
1.45083e-07, 8, 4.18503e-08, 1.33497e+09, 1.06821e+09, 2.00126e+22, 0.00224945, 0.00267669
1.45083e-07, 9, 6.8964e-08, 4.29108e+06, 5.5888e+08, 3.20563e+22, 0.0030029, 0.00348184
1.45083e-07, 10, 1.07807e-07, 13441, 3.13078e+08, 4.88588e+22, 0.00389572, 0.00542754
1.45083e-07, 11, 1.61488e-07, 41.2182, 1.85351e+08, 7.15342e+22, 0.00493714, 0.00660572
1.45083e-07, 12, 2.34026e-07, 0.124174, 1.14857e+08, 1.01314e+23, 0.00613613, 0.00980001
1.45083e-07, 13, 3.27654e-07, 0.000368576, 7.39549e+07, 1.39546e+23, 0.00750139, 0.0113794
1.45083e-07, 14, 4.48138e-07, 1.0176e-06, 4.91985e+07, 1.87696e+23, 0.00904142, 0.0162873
1.45083e-07, 15, 6.0156e-07, 2.92633e-09, 3.36632e+07, 2.47348e+23, 0.0107645, 0.0182601
1.45083e-07, 16, 7.86726e-07, 8.33423e-12, 2.36047e+07, 3.20201e+23, 0.0126788, 0.0254333
1.45083e-07, 17, 1.0169e-06, 2.35341e-14, 1.69118e+07, 4.08074e+23, 0.0147921, 0.0277483
1.45083e-07, 18, 1.29192e-06, 6.59622e-17, 1.23498e+07, 5.129e+23, 0.0171124, 0.0378303
1.45083e-07, 19, 1.62789e-06, 1.83973e-19, 9.1731e+06, 6.36733e+23, 0.0196472, 0.0403862
1.45083e-07, 20, 2.01135e-06, 5.31367e-22, 6.91826e+06, 7.81741e+23, 0.022404, 0.0541171
1.45083e-07, 21, 2.47053e-06, 2.89759e-24, 5.29001e+06, 9.50211e+23, 0.0253903, 0.0567564
1.45083e-07, 22, 3.00002e-06, 9.94347e-26, 4.0958e+06, 1.14455e+24, 0.0286132, 0.0749777
1.45083e-07, 23, 3.61174e-06, 6.04347e-27, 3.20746e+06, 1.36727e+24, 0.03208, 0.0774799
1.45083e-07, 24, 4.31606e-06, 3.77027e-28, 2.53807e+06, 1.62102e+24, 0.0357978, 0.101139
1.45083e-07, 25, 5.1169e-06, 2.33467e-29, 2.02767e+06, 1.90855e+24, 0.0397733, 0.103216
1.45083e-07, 26, 6.02493e-06, 1.4338e-30, 1.63423e+06, 2.23273e+24, 0.0440136, 0.133372
1.45083e-07, 27, 7.05159e-06, 8.73778e-32, 1.32791e+06, 2.59656e+24, 0.0485254, 0.134659
1.45083e-07, 28, 8.20112e-06, 5.28686e-33, 1.08718e+06, 3.00314e+24, 0.0533153, 0.172485
1.45083e-07, 29, 9.49164e-06, 3.17755e-34, 896357, 3.45569e+24, 0.0583901, 0.17254
1.45083e-07, 30, 1.09237e-05, 1.89792e-35, 743882, 3.95756e+24, 0.0637562, 0.21933
1.45083e-07, 31, 1.2511e-05, 1.12701e-36, 621130, 4.51221e+24, 0.0694201, 0.217626
1.45083e-07, 32, 1.42735e-05, 6.65584e-38, 521613, 5.12322e+24, 0.0753882, 0.274796
1.45083e-07, 33, 1.62058e-05, 3.91058e-39, 440400, 5.79427e+24, 0.0816668, 0.270715
1.45083e-07, 34, 1.83275e-05, 2.28653e-40, 373715, 6.52918e+24, 0.0882622, 0.339811
1.45083e-07, 35, 2.06553e-05, 1.33085e-41, 318641, 7.33188e+24, 0.0951806, 0.33264
1.45083e-07, 36, 2.32046e-05, 7.71268e-43, 272906, 8.2064e+24, 0.102428, 0.41534
1.45083e-07, 37, 2.59699e-05, 4.45153e-44, 234730, 9.15693e+24, 0.110011, 0.404268
1.45083e-07, 38, 2.89721e-05, 2.55937e-45, 202707, 1.01877e+25, 0.117935, 0.502385
1.45083e-07, 39, 3.22325e-05, 1.46609e-46, 175721, 1.13032e+25, 0.126206, 0.486494
1.45083e-07, 40, 3.57813e-05, 8.36902e-48, 152880, 1.25079e+25, 0.134831, 0.601984
1.45083e-07, 41, 3.95758e-05, 4.76153e-49, 133466, 1.38063e+25, 0.143814, 0.580248
1.45083e-07, 42, 4.36792e-05, 2.7005e-50, 116899, 1.52034e+25, 0.153162, 0.71521
1.45083e-07, 43, 4.80718e-05, 1.52698e-51, 102709, 1.67039e+25, 0.162881, 0.68649
1.45083e-07, 44, 5.28376e-05, 8.60936e-53, 90509.8, 1.83128e+25, 0.172977, 0.843171
1.45083e-07, 45, 5.78859e-05, 4.84076e-54, 79986.6, 2.00352e+25, 0.183454, 0.80621
1.45083e-07, 46, 6.32883e-05, 2.71465e-55, 70879.3, 2.18763e+25, 0.194319, 0.98701
1.45083e-07, 47, 6.90963e-05, 1.51851e-56, 62972.4, 2.38415e+25, 0.205578, 0.940427
1.45083e-07, 48, 7.55063e-05, 8.4737e-58, 56087.1, 2.59363e+25, 0.217236, 1.1479
1.45083e-07, 49, 8.18647e-05, 4.7176e-59, 50074, 2.81661e+25, 0.229298, 1.09019
1.45083e-07, 50, 8.88105e-05, 2.62061e-60, 44808.1, 3.05368e+25, 0.24177, 1.32706
1.45083e-07, 51, 9.62513e-05, 1.45263e-61, 40184.3, 3.3054e+25, 0.254657, 1.25658
1.45083e-07, 52, 0.000104124, 8.03553e-63, 36114, 3.57237e+25, 0.267965, 1.52572
